,coverage,customer,customer_lifetime_value,date,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy,policy_type,renew_offer_type,response,sales_channel,state,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
8482,Extended,QL20148,22332.43946,2011-01-11,College,1/11/11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Personal L3,Personal Auto,Offer2,Yes,Branch,Oregon,484.013411,Four-Door Car,Medsize,A,January
8483,Extended,JV99867,11269.23099,2011-01-07,Bachelor,1/7/11,Employed,F,65448,Suburban,Married,94,28.0,66,0.0,2,Special L2,Special Auto,Offer3,No,Agent,California,451.2,Four-Door Car,Medsize,A,January
8484,Premium,WZ23060,7050.972166,2011-02-16,Bachelor,2/16/11,Employed,F,39040,Suburban,Married,174,4.0,34,0.0,1,Personal L2,Personal Auto,Offer2,No,Web,California,835.2,SUV,Medsize,A,February
8485,Basic,CE41738,2885.002508,2011-01-21,College,1/21/11,Employed,F,77748,Rural,Married,72,1.0,51,0.0,1,Personal L3,Personal Auto,Offer2,No,Branch,Oregon,7.214579,Two-Door Car,Medsize,A,January
8487,Basic,GR32910,5174.689686,2011-01-02,College,1/2/11,Employed,F,55290,Rural,Married,65,26.0,33,0.0,4,Personal L3,Personal Auto,Offer2,No,Branch,California,13.874775,Four-Door Car,Medsize,A,January
8488,Basic,MD41042,5896.536531,2011-01-14,College,1/14/11,Employed,F,39293,Urban,Married,74,17.0,48,0.0,6,Personal L3,Personal Auto,Offer2,No,Web,Arizona,352.740946,Two-Door Car,Medsize,A,January
8493,Extended,BD35676,29194.36639,2011-01-04,Master,1/4/11,Employed,M,35296,Urban,Single,126,19.0,11,0.0,2,Personal L1,Personal Auto,Offer2,No,Branch,Arizona,452.616872,SUV,Medsize,A,January
8500,Premium,XH54129,4755.762589,2011-02-17,High School or Below,2/17/11,Employed,F,72193,Urban,Married,118,1.0,46,0.0,1,Personal L3,Personal Auto,Offer4,No,Branch,California,552.646907,Four-Door Car,Medsize,A,February
8502,Basic,OZ97704,13117.52215,2011-02-07,High School or Below,2/7/11,Employed,F,84311,Suburban,Single,111,11.0,98,4.0,2,Personal L3,Personal Auto,Offer3,No,Call Center,California,532.8,SUV,Small,A,February
8503,Extended,YH94097,9575.357152,2011-02-05,College,2/5/11,Unemployed,M,0,Suburban,Married,134,13.0,11,0.0,6,Personal L2,Personal Auto,Offer3,No,Agent,Washington,643.2,SUV,Medsize,A,February
8504,Basic,QN26812,5054.780543,2011-02-11,High School or Below,2/11/11,Employed,M,79297,Rural,Single,64,34.0,64,0.0,6,Personal L3,Personal Auto,Offer1,No,Agent,Arizona,72.760316,Four-Door Car,Medsize,A,February
8505,Premium,DT77901,10179.71704,2011-01-05,Bachelor,1/5/11,Retired,F,14290,Suburban,Married,271,20.0,40,0.0,1,Personal L3,Personal Auto,Offer1,Yes,Agent,Oregon,1300.8,Luxury SUV,Medsize,A,January
8507,Basic,QX24179,5619.649515,2011-02-01,Bachelor,2/1/11,Employed,M,41878,Rural,Married,71,5.0,15,0.0,8,Personal L2,Personal Auto,Offer1,No,Agent,Oregon,161.695519,Four-Door Car,Medsize,A,February
8512,Extended,HG81172,7693.119768,2011-01-05,College,1/5/11,Employed,F,54665,Rural,Married,97,0.0,60,1.0,3,Personal L3,Personal Auto,Offer3,No,Agent,Arizona,99.810799,Four-Door Car,Medsize,A,January
8513,Extended,PF81183,5389.499465,2011-01-07,College,1/7/11,Employed,M,66429,Rural,Married,136,35.0,93,0.0,1,Corporate L2,Corporate Auto,Offer2,Yes,Agent,California,57.712985,Sports Car,Medsize,A,January
8514,Basic,RX13282,12168.74492,2011-02-05,Bachelor,2/5/11,Retired,M,14973,Suburban,Divorced,115,2.0,75,0.0,2,Personal L3,Personal Auto,Offer1,Yes,Branch,Oregon,828.0,SUV,Medsize,A,February
8515,Extended,NU61528,3023.887488,2011-01-17,Doctor,1/17/11,Disabled,M,28383,Urban,Single,81,11.0,20,0.0,1,Personal L2,Personal Auto,Offer1,No,Branch,Washington,258.109435,Four-Door Car,Medsize,A,January
8519,Extended,TL67005,4811.184482,2011-01-07,High School or Below,1/7/11,Unemployed,F,0,Urban,Divorced,136,11.0,30,1.0,1,Corporate L2,Corporate Auto,Offer1,No,Agent,California,569.908338,SUV,Medsize,A,January
8520,Extended,IM78342,8630.696198,2011-01-13,College,1/13/11,Unemployed,F,0,Suburban,Married,122,19.0,72,2.0,3,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,585.6,SUV,Medsize,A,January
8521,Extended,EZ75048,3087.249746,2011-01-10,Doctor,1/10/11,Employed,M,41273,Urban,Married,77,16.0,19,0.0,1,Personal L3,Personal Auto,Offer2,No,Call Center,California,221.226696,Four-Door Car,Medsize,A,January
8523,Basic,UJ61336,5642.747998,2011-02-09,Bachelor,2/9/11,Employed,F,68654,Urban,Married,71,32.0,21,2.0,9,Personal L3,Personal Auto,Offer1,No,Web,Arizona,208.048487,Four-Door Car,Medsize,A,February
8524,Basic,UL87052,4173.140695,2011-02-10,Bachelor,2/10/11,Unemployed,F,0,Suburban,Single,117,10.0,37,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Arizona,842.4,SUV,Medsize,A,February
8525,Basic,EU21305,2500.837384,2011-02-04,College,2/4/11,Employed,M,56172,Suburban,Divorced,64,0.0,74,0.0,1,Personal L3,Personal Auto,Offer3,No,Agent,Arizona,307.2,Four-Door Car,Small,A,February
8529,Basic,KE45653,4731.844073,2011-01-17,Bachelor,1/17/11,Unemployed,F,0,Suburban,Single,64,14.0,92,0.0,7,Personal L1,Personal Auto,Offer3,No,Web,California,307.2,Four-Door Car,Medsize,A,January
8532,Extended,MZ43298,5200.076742,2011-02-19,Bachelor,2/19/11,Employed,F,90167,Urban,Single,131,31.0,42,0.0,1,Corporate L2,Corporate Auto,Offer1,No,Web,California,523.733793,SUV,Medsize,A,February
8533,Basic,HR85211,5123.170887,2011-01-14,Master,1/14/11,Employed,F,89879,Rural,Married,63,17.0,20,0.0,3,Personal L3,Personal Auto,Offer2,No,Web,Washington,94.030308,Two-Door Car,Medsize,A,January
8537,Basic,KW31376,13883.32934,2011-02-18,High School or Below,2/18/11,Unemployed,F,0,Suburban,Single,197,3.0,85,0.0,9,Corporate L3,Corporate Auto,Offer2,No,Agent,Oregon,1418.4,Luxury Car,Large,A,February
8538,Basic,VT84289,5907.91176,2011-02-06,College,2/6/11,Employed,F,87796,Suburban,Single,74,23.0,10,0.0,4,Personal L1,Personal Auto,Offer1,No,Agent,California,355.2,Four-Door Car,Medsize,A,February
8541,Basic,XP39695,21886.19626,2011-02-01,Bachelor,2/1/11,Employed,F,43000,Suburban,Married,109,27.0,9,0.0,2,Personal L2,Personal Auto,Offer2,No,Web,Arizona,676.808053,SUV,Medsize,A,February
8544,Basic,SJ24275,4803.24007,2011-01-06,College,1/6/11,Employed,F,37313,Urban,Single,62,34.0,39,0.0,6,Personal L2,Personal Auto,Offer3,No,Branch,Nevada,246.57631,Four-Door Car,Medsize,A,January
8545,Basic,TL51969,7334.915821,2011-01-12,Bachelor,1/12/11,Employed,M,30969,Suburban,Divorced,63,26.0,79,1.0,2,Personal L3,Personal Auto,Offer1,No,Call Center,Washington,358.225234,Two-Door Car,Small,A,January
8547,Extended,CE69971,7403.447336,2011-02-24,Master,2/24/11,Medical Leave,F,19064,Rural,Married,98,23.0,35,1.0,7,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,136.248799,Four-Door Car,Medsize,A,February
8548,Premium,PC72443,4529.072491,2011-02-20,College,2/20/11,Employed,F,94757,Rural,Married,112,0.0,25,0.0,1,Personal L3,Personal Auto,Offer3,No,Agent,Oregon,5.453269,Four-Door Car,Medsize,A,February
8549,Extended,ZD13262,10425.98532,2011-01-30,High School or Below,1/30/11,Employed,F,68563,Urban,Married,131,6.0,44,1.0,3,Personal L2,Personal Auto,Offer4,No,Call Center,Oregon,350.097052,SUV,Small,A,January
8553,Basic,JO98946,2655.996158,2011-02-10,Bachelor,2/10/11,Employed,M,31796,Suburban,Divorced,68,27.0,16,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,377.442796,Four-Door Car,Medsize,A,February
8554,Basic,JZ31045,2721.589169,2011-02-04,College,2/4/11,Employed,F,97719,Urban,Married,67,6.0,82,0.0,1,Personal L3,Personal Auto,Offer3,No,Branch,California,318.660896,Four-Door Car,Medsize,A,February
8555,Basic,DN29808,2846.24535,2011-02-03,College,2/3/11,Employed,F,28919,Suburban,Married,72,18.0,11,0.0,1,Corporate L3,Corporate Auto,Offer2,No,Agent,California,518.4,Four-Door Car,Medsize,A,February
8557,Basic,WC77067,7821.945982,2011-01-30,College,1/30/11,Unemployed,M,0,Suburban,Single,114,27.0,39,0.0,4,Corporate L3,Corporate Auto,Offer1,No,Agent,Nevada,914.31553,SUV,Small,A,January
8558,Basic,ZV96574,6940.069184,2011-01-16,High School or Below,1/16/11,Unemployed,F,0,Suburban,Married,62,31.0,30,1.0,2,Corporate L3,Corporate Auto,Offer2,No,Branch,California,297.6,Four-Door Car,Medsize,A,January
8560,Basic,YQ73717,5201.252168,2011-01-31,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,69,1.0,79,0.0,4,Personal L1,Personal Auto,Offer4,No,Agent,California,331.2,Four-Door Car,Medsize,A,January
8561,Premium,RS24501,13350.1209,2011-01-11,College,1/11/11,Employed,F,28919,Suburban,Single,173,5.0,88,0.0,3,Personal L2,Personal Auto,Offer3,No,Agent,Oregon,830.4,SUV,Medsize,A,January
8562,Basic,OI83286,5551.394979,2011-01-31,College,1/31/11,Employed,F,56872,Urban,Married,69,20.0,99,0.0,9,Personal L1,Personal Auto,Offer1,No,Agent,Oregon,192.879457,Two-Door Car,Medsize,A,January
8564,Basic,OU62604,17484.53438,2011-01-16,Bachelor,1/16/11,Employed,F,78362,Suburban,Divorced,73,16.0,66,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Washington,525.6,Four-Door Car,Small,A,January
8568,Basic,VY64199,10215.77915,2011-01-09,Bachelor,1/9/11,Disabled,F,18150,Urban,Married,67,17.0,34,0.0,2,Corporate L1,Corporate Auto,Offer1,No,Branch,Oregon,220.304649,Four-Door Car,Medsize,A,January
8569,Basic,MJ69973,2840.85429,2011-02-27,High School or Below,2/27/11,Unemployed,M,0,Suburban,Married,74,17.0,73,0.0,1,Personal L3,Personal Auto,Offer1,No,Call Center,Arizona,402.449823,Two-Door Car,Medsize,A,February
8570,Basic,TB17648,2515.411468,2011-01-29,College,1/29/11,Employed,M,39718,Suburban,Married,65,1.0,55,2.0,1,Personal L3,Personal Auto,Offer1,No,Web,Arizona,366.531664,Four-Door Car,Medsize,A,January
8574,Basic,HW87852,2451.752695,2011-02-12,Master,2/12/11,Medical Leave,M,26840,Suburban,Married,64,1.0,47,2.0,1,Personal L1,Personal Auto,Offer1,No,Agent,Oregon,307.2,Four-Door Car,Medsize,A,February
8575,Extended,LU65596,3745.374656,2011-01-20,College,1/20/11,Employed,F,59732,Rural,Married,94,0.0,54,0.0,1,Corporate L2,Corporate Auto,Offer4,No,Branch,California,135.626867,Four-Door Car,Medsize,A,January
8576,Extended,QZ58370,11820.1098,2011-02-22,Bachelor,2/22/11,Employed,F,86801,Urban,Married,98,5.0,20,0.0,2,Personal L3,Personal Auto,Offer4,No,Branch,Nevada,371.108203,Four-Door Car,Medsize,A,February
8578,Extended,MC22692,7035.974353,2011-01-19,High School or Below,1/19/11,Employed,F,86642,Urban,Married,87,14.0,12,0.0,9,Personal L2,Personal Auto,Offer1,No,Branch,Washington,234.057985,Two-Door Car,Small,A,January
8581,Extended,SU32452,3241.588659,2011-01-30,Bachelor,1/30/11,Employed,F,89196,Rural,Divorced,81,17.0,52,0.0,1,Personal L3,Personal Auto,Offer1,No,Agent,Arizona,41.182611,Four-Door Car,Small,A,January
8582,Basic,RU50098,2574.020376,2011-01-14,Master,1/14/11,Employed,F,34990,Rural,Single,65,23.0,73,0.0,1,Personal L3,Personal Auto,Offer2,Yes,Web,Arizona,42.689135,Four-Door Car,Medsize,A,January
8583,Extended,GU18646,9332.494982,2011-02-07,Bachelor,2/7/11,Employed,M,58007,Suburban,Single,81,23.0,71,0.0,2,Special L3,Special Auto,Offer1,No,Agent,Oregon,518.346912,Two-Door Car,Small,A,February
8585,Basic,VM92311,2529.077508,2011-02-21,High School or Below,2/21/11,Employed,F,89129,Suburban,Single,64,24.0,93,0.0,1,Personal L3,Personal Auto,Offer2,No,Branch,Arizona,328.870868,Four-Door Car,Medsize,A,February
8588,Basic,WE64939,2902.622439,2011-01-12,College,1/12/11,Employed,F,23893,Urban,Married,73,19.0,21,0.0,1,Personal L1,Personal Auto,Offer2,No,Agent,California,186.292275,Four-Door Car,Medsize,A,January
8589,Extended,XJ34057,10339.59799,2011-02-25,Bachelor,2/25/11,Employed,M,67134,Rural,Married,131,5.0,63,1.0,6,Personal L2,Personal Auto,Offer1,No,Call Center,California,277.448968,Sports Car,Medsize,A,February
8594,Premium,RE52529,14024.35839,2011-02-19,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10.0,55,0.0,2,Corporate L1,Corporate Auto,Offer2,Yes,Web,California,256.43803,Four-Door Car,Medsize,A,February
8598,Extended,UL17918,2821.002026,2011-01-11,Bachelor,1/11/11,Unemployed,M,0,Suburban,Married,77,32.0,0,0.0,1,Corporate L2,Corporate Auto,Offer4,No,Agent,Arizona,436.369797,Two-Door Car,Medsize,A,January
8599,Extended,YK16362,10213.99111,2011-01-08,Bachelor,1/8/11,Employed,F,60078,Rural,Married,127,23.0,60,0.0,3,Corporate L1,Corporate Auto,Offer3,No,Branch,Arizona,140.819942,SUV,Medsize,A,January
8601,Premium,CE78778,3761.792015,2011-01-12,College,1/12/11,Unemployed,F,0,Suburban,Single,106,25.0,47,1.0,1,Personal L3,Personal Auto,Offer1,No,Web,Oregon,1116.943654,Four-Door Car,Small,A,January
8604,Basic,ZT58755,17817.46464,2011-02-11,High School or Below,2/11/11,Unemployed,F,0,Urban,Married,68,4.0,71,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Oregon,256.916302,Four-Door Car,Medsize,A,February
8605,Basic,TC44716,21569.33731,2011-02-19,Bachelor,2/19/11,Retired,M,23909,Suburban,Single,119,21.0,86,0.0,2,Personal L1,Personal Auto,Offer1,No,Agent,California,571.2,SUV,Medsize,A,February
8606,Basic,MT58123,13869.92705,2011-01-21,College,1/21/11,Employed,M,28432,Suburban,Married,118,1.0,59,0.0,2,Corporate L2,Corporate Auto,Offer2,Yes,Branch,California,612.300581,SUV,Small,A,January
8607,Basic,PZ67684,14514.00519,2011-02-05,College,2/5/11,Employed,F,88753,Suburban,Single,181,6.0,21,0.0,3,Personal L2,Personal Auto,Offer1,No,Agent,Arizona,868.8,Luxury SUV,Small,A,February
8608,Basic,XZ17273,20998.25947,2011-01-25,Bachelor,1/25/11,Employed,M,71663,Rural,Married,74,23.0,22,0.0,2,Corporate L3,Corporate Auto,Offer2,No,Web,Nevada,84.494022,Four-Door Car,Medsize,A,January
8609,Basic,XV95530,11430.58845,2011-01-16,Bachelor,1/16/11,Employed,M,93210,Rural,Married,71,35.0,62,0.0,2,Personal L3,Personal Auto,Offer4,No,Web,Oregon,74.523935,Two-Door Car,Large,A,January
8610,Basic,MQ48266,5564.957596,2011-01-11,Bachelor,1/11/11,Employed,F,46507,Urban,Married,73,17.0,32,4.0,3,Personal L3,Personal Auto,Offer1,No,Agent,Arizona,325.569334,Two-Door Car,Medsize,A,January
8611,Premium,IR78670,8719.125849,2011-02-15,Bachelor,2/15/11,Unemployed,M,0,Suburban,Married,116,7.0,73,1.0,7,Personal L3,Personal Auto,Offer2,No,Branch,California,556.8,Four-Door Car,Large,A,February
8612,Basic,UU92753,26416.25478,2011-01-11,Doctor,1/11/11,Employed,F,85537,Urban,Married,108,4.0,91,0.0,2,Personal L3,Personal Auto,Offer2,No,Call Center,Oregon,285.276083,SUV,Medsize,A,January
8613,Extended,WJ52097,3663.740198,2011-01-04,Bachelor,1/4/11,Employed,F,61894,Suburban,Divorced,91,3.0,21,0.0,1,Corporate L2,Corporate Auto,Offer2,No,Web,Oregon,436.8,Four-Door Car,Medsize,A,January
8618,Basic,RB49468,7511.660568,2011-01-20,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,70,9.0,96,0.0,2,Personal L3,Personal Auto,Offer1,No,Branch,Oregon,340.201412,Four-Door Car,Medsize,A,January
8620,Basic,XP16538,4272.585137,2011-02-03,High School or Below,2/3/11,Employed,F,81132,Urban,Divorced,107,19.0,52,0.0,1,Corporate L2,Corporate Auto,Offer2,No,Agent,Arizona,419.105559,SUV,Small,A,February
8624,Basic,AG56998,2448.646138,2011-02-08,College,2/8/11,Unemployed,M,0,Suburban,Married,69,7.0,68,0.0,1,Corporate L3,Corporate Auto,Offer2,No,Branch,Oregon,331.2,Two-Door Car,Medsize,A,February
8625,Basic,YD45660,9420.965855,2011-02-15,Bachelor,2/15/11,Employed,F,47048,Suburban,Married,118,0.0,37,0.0,3,Personal L3,Personal Auto,Offer4,No,Call Center,Arizona,566.4,SUV,Medsize,A,February
8626,Basic,EE57466,2397.036098,2011-01-29,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Personal L1,Personal Auto,Offer1,Yes,Branch,Arizona,572.072106,Four-Door Car,Medsize,A,January
8627,Extended,FQ66351,5322.291688,2011-01-16,Bachelor,1/16/11,Employed,F,33681,Suburban,Single,138,13.0,21,1.0,1,Personal L2,Personal Auto,Offer1,No,Agent,California,873.127345,SUV,Large,A,January
8629,Basic,FT61724,4633.550875,2011-02-28,Bachelor,2/28/11,Employed,F,29105,Rural,Married,117,28.0,31,0.0,1,Personal L3,Personal Auto,Offer2,No,Branch,California,272.612048,Sports Car,Medsize,A,February
8630,Extended,IK99137,5515.41017,2011-02-28,Bachelor,2/28/11,Unemployed,M,0,Suburban,Divorced,79,5.0,62,0.0,7,Special L2,Special Auto,Offer2,No,Web,Washington,379.2,Four-Door Car,Small,A,February
8633,Extended,RN97635,3214.979402,2011-02-04,Bachelor,2/4/11,Employed,M,53984,Suburban,Divorced,80,15.0,62,0.0,1,Corporate L2,Corporate Auto,Offer1,No,Call Center,Arizona,421.484456,Four-Door Car,Small,A,February
8638,Basic,GA49547,5363.076547,2011-02-18,High School or Below,2/18/11,Employed,M,36357,Rural,Married,68,28.0,96,0.0,6,Personal L3,Personal Auto,Offer1,No,Branch,Washington,17.269323,Four-Door Car,Medsize,A,February
8643,Basic,EQ75249,5838.133617,2011-02-03,College,2/3/11,Employed,F,55419,Rural,Married,72,31.0,45,0.0,9,Personal L2,Personal Auto,Offer1,No,Web,Arizona,171.166733,Four-Door Car,Medsize,A,February
8646,Basic,SF38922,11944.40399,2011-01-18,College,1/18/11,Employed,M,33760,Rural,Married,102,24.0,11,0.0,2,Personal L1,Personal Auto,Offer1,No,Branch,Oregon,123.491865,SUV,Medsize,A,January
8651,Extended,LO75919,6008.184526,2011-01-01,Bachelor,1/1/11,Employed,M,43543,Urban,Married,76,11.0,62,0.0,8,Personal L3,Personal Auto,Offer1,No,Call Center,Arizona,339.255348,Two-Door Car,Medsize,A,January
8652,Basic,DE37110,4645.569555,2011-02-13,Master,2/13/11,Employed,M,42532,Rural,Single,118,13.0,32,0.0,1,Personal L3,Personal Auto,Offer1,No,Call Center,California,200.641734,Sports Car,Medsize,A,February
8653,Premium,NV91476,9581.281433,2011-01-23,College,1/23/11,Employed,F,75606,Suburban,Married,119,6.0,97,0.0,7,Personal L3,Personal Auto,Offer1,No,Web,California,571.2,Four-Door Car,Medsize,A,January
8655,Basic,PW88443,2452.726922,2011-01-28,College,1/28/11,Employed,F,32764,Suburban,Married,61,30.0,23,0.0,1,Personal L2,Personal Auto,Offer4,No,Web,Oregon,292.953446,Two-Door Car,Small,A,January
8656,Basic,BN46866,5677.465907,2011-02-25,College,2/25/11,Employed,M,45345,Rural,Married,72,28.0,86,0.0,3,Personal L3,Personal Auto,Offer1,No,Web,Oregon,99.039453,Four-Door Car,Large,A,February
8657,Basic,QW87316,2650.622781,2011-01-20,College,1/20/11,Employed,F,39035,Urban,Divorced,68,15.0,65,0.0,1,Personal L2,Personal Auto,Offer2,No,Agent,Oregon,244.564334,Four-Door Car,Medsize,A,January
8658,Extended,IA90990,10004.74874,2011-01-27,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,89,6.0,55,0.0,2,Corporate L3,Corporate Auto,Offer2,No,Branch,California,640.8,Two-Door Car,Medsize,A,January
8662,Extended,YU86361,19160.98994,2011-02-20,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal L1,Personal Auto,Offer2,Yes,Agent,Washington,1294.700423,Luxury SUV,Medsize,A,February
8668,Premium,WT43034,12500.84302,2011-01-15,High School or Below,1/15/11,Unemployed,F,0,Suburban,Married,165,16.0,43,0.0,3,Personal L3,Personal Auto,Offer3,No,Call Center,California,792.0,SUV,Medsize,A,January
8669,Extended,RI44399,5871.607022,2011-01-28,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,80,24.0,20,0.0,7,Corporate L3,Corporate Auto,Offer1,No,Call Center,California,871.055266,Four-Door Car,Medsize,A,January
8674,Basic,EY27917,8532.989751,2011-01-10,Master,1/10/11,Employed,M,30092,Rural,Married,108,33.0,90,0.0,9,Personal L1,Personal Auto,Offer2,No,Call Center,Oregon,192.265438,SUV,Large,A,January
8675,Basic,MC20349,5208.35385,2011-01-30,Bachelor,1/30/11,Unemployed,F,0,Suburban,Single,74,35.0,2,0.0,3,Personal L3,Personal Auto,Offer1,No,Branch,California,532.8,Four-Door Car,Medsize,A,January
8678,Basic,EG12987,4845.002948,2011-02-11,Bachelor,2/11/11,Unemployed,F,0,Rural,Married,65,7.0,14,0.0,6,Personal L2,Personal Auto,Offer3,No,Branch,California,129.165554,Two-Door Car,Large,A,February
8679,Basic,DK81475,4619.449922,2011-01-03,College,1/3/11,Employed,M,95301,Suburban,Married,114,34.0,43,0.0,1,Personal L1,Personal Auto,Offer3,No,Call Center,Nevada,547.2,SUV,Large,A,January
8682,Basic,KE66309,8432.519368,2011-02-22,College,2/22/11,Employed,M,87728,Urban,Divorced,70,24.0,65,0.0,2,Personal L3,Personal Auto,Offer2,No,Web,California,201.589875,Four-Door Car,Medsize,A,February
8683,Basic,TT19625,15277.47796,2011-01-05,Bachelor,1/5/11,Employed,F,38183,Suburban,Married,191,21.0,14,0.0,8,Personal L3,Personal Auto,Offer1,No,Branch,Nevada,981.010879,Luxury Car,Medsize,A,January
8685,Basic,DF86803,5308.434428,2011-02-14,High School or Below,2/14/11,Unemployed,M,0,Suburban,Single,73,9.0,43,0.0,3,Corporate L3,Corporate Auto,Offer1,No,Agent,California,525.6,Four-Door Car,Medsize,A,February
8693,Extended,QB24570,9031.214859,2011-02-23,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15.0,47,0.0,9,Corporate L3,Corporate Auto,Offer1,Yes,Branch,Oregon,650.52179,Sports Car,Medsize,A,February
8697,Premium,QK82654,19849.73509,2011-01-15,College,1/15/11,Unemployed,M,0,Suburban,Single,286,3.0,3,0.0,9,Personal L2,Personal Auto,Offer1,No,Agent,California,2059.2,Luxury SUV,Small,A,January
8698,Premium,PB93081,6360.649533,2011-02-10,High School or Below,2/10/11,Employed,M,41195,Rural,Married,160,32.0,33,0.0,1,Corporate L3,Corporate Auto,Offer4,No,Branch,California,323.1897,SUV,Small,A,February
8700,Extended,PB39857,5129.608404,2011-02-23,Master,2/23/11,Employed,M,72433,Urban,Married,126,34.0,48,0.0,1,Personal L3,Personal Auto,Offer2,No,Agent,California,343.139611,SUV,Large,A,February
8701,Basic,DX31066,2667.270014,2011-02-10,College,2/10/11,Employed,F,94041,Rural,Married,66,14.0,11,0.0,1,Personal L3,Personal Auto,Offer3,No,Agent,Washington,159.756733,Four-Door Car,Medsize,A,February
8706,Extended,DN21342,6877.817669,2011-01-17,College,1/17/11,Unemployed,F,0,Suburban,Divorced,96,25.0,71,0.0,6,Personal L2,Personal Auto,Offer1,No,Web,Oregon,460.8,Four-Door Car,Small,A,January
8710,Premium,AK72422,29049.71315,2011-02-20,College,2/20/11,Disabled,M,21070,Suburban,Divorced,195,6.0,47,0.0,2,Corporate L3,Corporate Auto,Offer1,No,Call Center,California,1404.0,Sports Car,Small,A,February
8715,Extended,UZ35113,10014.02955,2011-01-26,Bachelor,1/26/11,Employed,F,74489,Rural,Married,124,11.0,36,0.0,3,Special L2,Special Auto,Offer3,No,Branch,California,128.535182,SUV,Medsize,A,January
8716,Extended,CB78049,3299.339339,2011-01-07,College,1/7/11,Employed,M,66114,Rural,Single,92,12.0,6,4.0,1,Personal L2,Personal Auto,Offer4,No,Branch,California,178.842061,Four-Door Car,Medsize,A,January
8717,Basic,WL61717,4922.165949,2011-02-22,Bachelor,2/22/11,Unemployed,F,0,Suburban,Single,69,2.0,76,0.0,3,Personal L1,Personal Auto,Offer1,No,Agent,Arizona,331.2,Four-Door Car,Medsize,A,February
8718,Extended,RV97631,15328.45723,2011-02-12,College,2/12/11,Unemployed,F,0,Suburban,Married,138,1.0,34,0.0,2,Corporate L2,Corporate Auto,Offer1,No,Agent,Oregon,688.828746,SUV,Small,A,February
8721,Extended,GI46001,6846.150323,2011-01-27,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13.0,20,0.0,5,Personal L3,Personal Auto,Offer1,Yes,Call Center,California,456.0,Two-Door Car,Large,A,January
8724,Extended,HH55884,3495.891476,2011-01-02,College,1/2/11,Disabled,M,10275,Suburban,Single,97,10.0,8,0.0,1,Personal L1,Personal Auto,Offer1,No,Agent,Arizona,465.6,Four-Door Car,Medsize,A,January
8726,Basic,IP65887,38410.59556,2011-02-26,Bachelor,2/26/11,Employed,F,71644,Suburban,Married,105,19.0,83,0.0,2,Corporate L3,Corporate Auto,Offer1,No,Call Center,Oregon,504.0,SUV,Medsize,A,February
8728,Extended,OO88645,3103.923041,2011-02-05,College,2/5/11,Employed,F,74665,Urban,Married,78,10.0,90,2.0,1,Corporate L2,Corporate Auto,Offer2,No,Call Center,California,236.902001,Four-Door Car,Medsize,A,February
8729,Premium,GG61186,8395.806331,2011-01-11,Doctor,1/11/11,Unemployed,F,0,Rural,Married,110,22.0,72,0.0,9,Personal L1,Personal Auto,Offer1,No,Agent,Nevada,161.092415,Four-Door Car,Medsize,A,January
8730,Extended,ZY78741,6081.481291,2011-02-25,High School or Below,2/25/11,Unemployed,M,0,Suburban,Single,87,24.0,23,0.0,7,Corporate L2,Corporate Auto,Offer2,No,Agent,California,626.4,Four-Door Car,Large,A,February
8731,Basic,AA10041,7901.744238,2011-02-02,High School or Below,2/2/11,Unemployed,M,0,Suburban,Single,113,35.0,83,0.0,5,Personal L3,Personal Auto,Offer1,No,Call Center,California,1258.327804,SUV,Medsize,A,February
8734,Premium,GB44176,8378.357502,2011-02-12,College,2/12/11,Employed,M,40994,Rural,Married,106,8.0,94,0.0,8,Personal L2,Personal Auto,Offer2,No,Agent,Arizona,60.227339,Four-Door Car,Medsize,A,February
8742,Basic,SK37917,5075.420953,2011-01-11,College,1/11/11,Unemployed,M,0,Suburban,Single,73,28.0,8,0.0,3,Corporate L2,Corporate Auto,Offer3,No,Agent,Nevada,350.4,Two-Door Car,Medsize,A,January
8743,Extended,DD88614,7096.598526,2011-01-21,Doctor,1/21/11,Employed,F,67735,Rural,Married,88,33.0,87,0.0,3,Corporate L3,Corporate Auto,Offer3,No,Agent,California,3.4637,Four-Door Car,Medsize,A,January
